id,borough_id,type,provider,name,location,latitude,longitude,x,y,location_t,remarks,city,ssid,source_id,activated,borocode,borough_name,nta_code,nta,council_district,postcode,boro_cd,census_tract,bctcb2010,bin,bbl,doitt_id,lat_lng
9613,1,Free,LinkNYC - Citybridge,mn-07-121224,215 WEST 75 STREET,40.7809421798,-73.9809659898,989521.358212,223795.717813,Outdoor Kiosk,Tablet Internet -phone , Free 1 GB Wi-FI Service,New York,LinkNYC Free Wi-Fi,LINK-012535,12/21/2018,1,Manhattan,MN12,Upper West Side,6,10023,107,163,163,1030839,1011677500,4812,(40.7809421798, -73.9809659898),
9601,4,Free,SpotOnNetworks,QUEENS BRIDGE - JACOB A. RIIS Settlement House,10-25 41 AVENUE,40.755727,-73.9445830001,999603.226171,214613.274563,Indoor AP - Community Center - Computer Rm,Free - Up to 25 mbs Wi-Fi Service,Queens,Quensbridge Connected,NYC HOUSING AUTHORITY,05/01/2018,4,Queens,QN68,Queensbridge-Ravenswood-Long Island City,26,11101,401,25,25,4433386,4004700100,4746,-40.755727,
